StudentID,Year,Sport,Status,Sex,Race,GPA
13167,2015,Swimming,Sophomore,Male,White,3.24
4914,2015,Swimming,Sophomore,Male,White,3.13
14824,2015,Tennis,Freshman,Female,Asian,3.3
4076,2015,Tennis,Freshman,Female,Black or African American,3.07
10804,2015,Tennis,Freshman,Female,Black or African American,2.98
11535,2015,Tennis,Freshman,Female,Black or African American,3.03
122,2015,Tennis,Freshman,Female,Hispanic or Latino,3.31
5044,2015,Tennis,Freshman,Female,Hispanic or Latino,3.04
7045,2015,Tennis,Freshman,Female,Hispanic or Latino,3.13
12978,2015,Tennis,Freshman,Female,White,3.15
13438,2015,Tennis,Freshman,Female,White,3.24
10829,2015,Tennis,Freshman,Male,Asian,2.96
11562,2015,Tennis,Freshman,Male,Asian,2.98
13620,2015,Tennis,Freshman,Male,Asian,3.16
10779,2015,Tennis,Freshman,Male,Asian,2.93
4309,2015,Tennis,Freshman,Male,Black or African American,2.99
13477,2015,Tennis,Freshman,Male,Black or African American,3.19
1744,2015,Tennis,Freshman,Male,Black or African American,3.08
8802,2015,Tennis,Freshman,Male,Black or African American,3.02
9821,2015,Tennis,Freshman,Male,Black or African American,3.08
10814,2015,Tennis,Freshman,Male,Hispanic or Latino,2.93
9687,2015,Tennis,Freshman,Male,White,3.02
3090,2015,Tennis,Freshman,Male,White,3.08
9267,2015,Tennis,Freshman,Male,White,2.93
6162,2015,Tennis,Junior,Female,Asian,3.01
11563,2015,Tennis,Junior,Female,Asian,3.09
3333,2015,Tennis,Junior,Female,Asian,3.13
5625,2015,Tennis,Junior,Female,Asian,3.04
10125,2015,Tennis,Junior,Female,Asian,3.04
7060,2015,Tennis,Junior,Female,Black or African American,3.16
6798,2015,Tennis,Junior,Female,White,3.1
13387,2015,Tennis,Junior,Male,Asian,3.13
14878,2015,Tennis,Junior,Male,Asian,3.22
4425,2015,Tennis,Junior,Male,Asian,3.02
8829,2015,Tennis,Junior,Male,Black or African American,2.99
7081,2015,Tennis,Junior,Male,Black or African American,3.11
1622,2015,Tennis,Junior,Male,White,3.05
4642,2015,Tennis,Junior,Male,White,2.99
13240,2015,Tennis,Junior,Male,White,3.16
2170,2015,Tennis,Senior,Female,Asian,3.13
9801,2015,Tennis,Senior,Female,Asian,3.13
11782,2015,Tennis,Senior,Female,Asian,3.09
14522,2015,Tennis,Senior,Female,Black or African American,3.3
2180,2015,Tennis,Senior,Female,Black or African American,3.16
6198,2015,Tennis,Senior,Female,Hispanic or Latino,3.04
6337,2015,Tennis,Senior,Female,Hispanic or Latino,2.98
657,2015,Tennis,Senior,Female,Hispanic or Latino,3.25
1800,2015,Tennis,Senior,Female,Hispanic or Latino,3.13
4515,2015,Tennis,Senior,Female,Hispanic or Latino,3.13
2980,2015,Tennis,Senior,Female,White,3.1
5373,2015,Tennis,Senior,Male,Asian,3.02
2749,2015,Tennis,Senior,Male,Asian,3.05
14842,2015,Tennis,Senior,Male,Black or African American,3.25
9986,2015,Tennis,Senior,Male,Hispanic or Latino,3.05
7532,2015,Tennis,Senior,Male,White,3.08
8654,2015,Tennis,Senior,Male,White,3.02
10872,2015,Tennis,Senior,Male,White,2.98
1,2015,Tennis,Sophomore,Female,Asian,3.31
9375,2015,Tennis,Sophomore,Female,Asian,3.04
3541,2015,Tennis,Sophomore,Female,Black or African American,3.16
6721,2015,Tennis,Sophomore,Female,Black or African American,3.1
5568,2015,Tennis,Sophomore,Female,Black or African American,3.07
2446,2015,Tennis,Sophomore,Female,Hispanic or Latino,3.1
5327,2015,Tennis,Sophomore,Female,Hispanic or Latino,3.07
2195,2015,Tennis,Sophomore,Female,Hispanic or Latino,3.13
13114,2015,Tennis,Sophomore,Female,White,3.21
6608,2015,Tennis,Sophomore,Male,Asian,2.99
12579,2015,Tennis,Sophomore,Male,Asian,3.01
3831,2015,Tennis,Sophomore,Male,Asian,3.02
7392,2015,Tennis,Sophomore,Male,Asian,3.11
4228,2015,Tennis,Sophomore,Male,Asian,3.02
7601,2015,Tennis,Sophomore,Male,Black or African American,3.11
943,2015,Tennis,Sophomore,Male,Hispanic or Latino,3.14
14532,2015,Tennis,Sophomore,Male,Hispanic or Latino,3.25
7902,2015,Tennis,Sophomore,Male,White,3.08
6460,2015,Tennis,Sophomore,Male,White,2.96
1039,2015,Track,Freshman,Female,Asian,3.16
5166,2015,Track,Freshman,Female,Black or African American,3.17
7378,2015,Track,Freshman,Female,Black or African American,2.96
12998,2015,Track,Freshman,Female,White,3.11
5058,2015,Track,Freshman,Male,Black or African American,3.15
12097,2015,Track,Freshman,Male,Black or African American,3.15
345,2015,Track,Freshman,Male,White,3.14
3020,2015,Track,Freshman,Male,White,3.21
5727,2015,Track,Freshman,Male,White,3
8443,2015,Track,Freshman,Male,White,2.97
5893,2015,Track,Junior,Female,Asian,3.05
1059,2015,Track,Junior,Female,Asian,3.15
13132,2015,Track,Junior,Female,Hispanic or Latino,3.11
11882,2015,Track,Junior,Female,White,3.17
14944,2015,Track,Junior,Male,Asian,3.09
11602,2015,Track,Junior,Male,Asian,3.08
13491,2015,Track,Junior,Male,Asian,3
2705,2015,Track,Junior,Male,Asian,3.13
8816,2015,Track,Junior,Male,Black or African American,3.09
14511,2015,Track,Junior,Male,Black or African American,3.06
4006,2015,Track,Junior,Male,Black or African American,3.18
4504,2015,Track,Junior,Male,White,3.12
6345,2015,Track,Junior,Male,White,2.91
8796,2015,Track,Senior,Female,Black or African American,3.14
11394,2015,Track,Senior,Female,Hispanic or Latino,3.13
8231,2015,Track,Senior,Female,Hispanic or Latino,3.02
11082,2015,Track,Senior,Female,White,3.13
9996,2015,Track,Senior,Female,White,3.22
1909,2015,Track,Senior,Female,White,3.24
2738,2015,Track,Senior,Male,Black or African American,3.16
11076,2015,Track,Senior,Male,Black or African American,3.08
7156,2015,Track,Senior,Male,White,2.82
1992,2015,Track,Sophomore,Female,Asian,3.27
7149,2015,Track,Sophomore,Female,Black or African American,2.93
7211,2015,Track,Sophomore,Female,Black or African American,2.93
2864,2015,Track,Sophomore,Female,Hispanic or Latino,3.26
12371,2015,Track,Sophomore,Female,White,3.17
7942,2015,Track,Sophomore,Male,Asian,2.91
1343,2015,Track,Sophomore,Male,Black or African American,3.13
4960,2015,Track,Sophomore,Male,Black or African American,3.12
10486,2015,Track,Sophomore,Male,Black or African American,3.14
5139,2015,Track,Sophomore,Male,Hispanic or Latino,3.12
14809,2015,Track,Sophomore,Male,Hispanic or Latino,3.06
3223,2015,Track,Sophomore,Male,Hispanic or Latino,3.18
3406,2015,Track,Sophomore,Male,White,3.15
13397,2015,Track,Sophomore,Male,White,3.06
10048,2015,Track,Sophomore,Male,White,3.11
10566,2015,Track,Sophomore,Male,White,3.11
6313,2015,Track,Sophomore,Male,White,2.94
13035,2015,Track,Sophomore,Male,White,3.06
10394,2015,Track,Sophomore,Male,White,3.17
8766,2016,Baseball,Freshman,Female,Asian,3
2563,2016,Baseball,Freshman,Female,Asian,2.97
10238,2016,Baseball,Freshman,Female,Asian,3.03
1441,2016,Baseball,Freshman,Female,Asian,2.94
12201,2016,Baseball,Freshman,Female,Black or African American,3.12
4237,2016,Baseball,Freshman,Female,Black or African American,2.89
1354,2016,Baseball,Freshman,Female,Black or African American,2.91
12574,2016,Baseball,Freshman,Female,Hispanic or Latino,3.06
2853,2016,Baseball,Freshman,Female,Hispanic or Latino,3
10079,2016,Baseball,Freshman,Female,White,3.03
6159,2016,Baseball,Freshman,Female,White,3.12
718,2016,Baseball,Freshman,Female,White,2.88
12364,2016,Baseball,Freshman,Female,White,3.12
5228,2016,Baseball,Freshman,Male,Asian,2.93
5710,2016,Baseball,Freshman,Male,Asian,3.02
6597,2016,Baseball,Freshman,Male,Asian,3.04
13989,2016,Baseball,Freshman,Male,Asian,2.89
3159,2016,Baseball,Freshman,Male,Asian,2.95
1091,2016,Baseball,Freshman,Male,Black or African American,2.77
13022,2016,Baseball,Freshman,Male,Black or African American,2.95
10163,2016,Baseball,Freshman,Male,Black or African American,2.92
1331,2016,Baseball,Freshman,Male,Black or African American,2.8
14393,2016,Baseball,Freshman,Male,White,2.83
12379,2016,Baseball,Freshman,Male,White,2.98
1217,2016,Baseball,Freshman,Male,White,2.8
10427,2016,Baseball,Junior,Female,Asian,3.12
4433,2016,Baseball,Junior,Female,Asian,2.89
4441,2016,Baseball,Junior,Female,Black or African American,2.92
12477,2016,Baseball,Junior,Female,Hispanic or Latino,3.03
8121,2016,Baseball,Junior,Female,Hispanic or Latino,2.94
12683,2016,Baseball,Junior,Female,Hispanic or Latino,3.06
7678,2016,Baseball,Junior,Female,White,2.94
10553,2016,Baseball,Junior,Female,White,3.09
6177,2016,Baseball,Junior,Female,White,3.15
8931,2016,Baseball,Junior,Male,Black or African American,2.95
1542,2016,Baseball,Junior,Male,Hispanic or Latino,2.89
993,2016,Baseball,Junior,Male,Hispanic or Latino,2.8
2758,2016,Baseball,Junior,Male,Hispanic or Latino,2.86
10422,2016,Baseball,Junior,Male,White,3.01
6099,2016,Baseball,Junior,Male,White,3.01
5839,2016,Baseball,Junior,Male,White,3.05
8846,2016,Baseball,Senior,Female,Asian,2.97
8086,2016,Baseball,Senior,Female,Asian,2.97
11799,2016,Baseball,Senior,Female,Black or African American,3.12
14301,2016,Baseball,Senior,Female,Black or African American,2.91
3847,2016,Baseball,Senior,Female,Hispanic or Latino,2.97
12576,2016,Baseball,Senior,Female,Hispanic or Latino,3.09
11927,2016,Baseball,Senior,Female,Hispanic or Latino,3.15
8741,2016,Baseball,Senior,Female,Hispanic or Latino,2.97
6893,2016,Baseball,Senior,Female,White,3
9419,2016,Baseball,Senior,Male,Asian,3.01
4877,2016,Baseball,Senior,Male,Asian,2.9
10697,2016,Baseball,Senior,Male,Asian,3.07
7006,2016,Baseball,Senior,Male,Asian,2.89
10055,2016,Baseball,Senior,Male,Asian,2.92
7679,2016,Baseball,Senior,Male,Black or African American,2.89
3348,2016,Baseball,Senior,Male,Black or African American,2.89
7984,2016,Baseball,Senior,Male,Black or African American,2.92
3960,2016,Baseball,Senior,Male,Hispanic or Latino,2.87
7861,2016,Baseball,Sophomore,Female,Asian,3
10838,2016,Baseball,Sophomore,Female,Asian,3.18
11366,2016,Baseball,Sophomore,Female,Hispanic or Latino,3.18
1304,2016,Baseball,Sophomore,Female,Hispanic or Latino,2.85
6261,2016,Baseball,Sophomore,Female,Hispanic or Latino,3.18
10615,2016,Baseball,Sophomore,Female,White,3.12
13112,2016,Baseball,Sophomore,Female,White,3
13580,2016,Baseball,Sophomore,Male,Asian,2.98
13846,2016,Baseball,Sophomore,Male,Asian,2.92
4032,2016,Baseball,Sophomore,Male,Asian,2.81
12169,2016,Baseball,Sophomore,Male,Asian,3.07
12242,2016,Baseball,Sophomore,Male,Black or African American,3.07
8201,2016,Baseball,Sophomore,Male,Black or African American,2.86
2942,2016,Baseball,Sophomore,Male,Black or African American,2.98
14349,2016,Baseball,Sophomore,Male,Black or African American,2.8
6713,2016,Baseball,Sophomore,Male,Black or African American,3.01
14720,2016,Baseball,Sophomore,Male,Black or African American,2.8
4394,2016,Baseball,Sophomore,Male,Hispanic or Latino,2.78
2441,2016,Baseball,Sophomore,Male,Hispanic or Latino,2.92
8192,2016,Baseball,Sophomore,Male,Hispanic or Latino,2.83
5179,2016,Baseball,Sophomore,Male,White,2.96
3415,2016,Baseball,Sophomore,Male,White,2.89
8466,2016,Baseball,Sophomore,Male,White,2.92
11007,2016,Basketball,Freshman,Female,Asian,3.12
11172,2016,Basketball,Freshman,Female,Asian,3.12
6839,2016,Basketball,Freshman,Female,Asian,3.3
11350,2016,Basketball,Freshman,Female,Asian,3.1
3771,2016,Basketball,Freshman,Female,Black or African American,3.21
12329,2016,Basketball,Freshman,Female,Black or African American,3.02
13259,2016,Basketball,Freshman,Female,Black or African American,3.2
6096,2016,Basketball,Freshman,Female,Black or African American,3.33
1596,2016,Basketball,Freshman,Female,Black or African American,2.99
7573,2016,Basketball,Freshman,Female,Hispanic or Latino,3.27
10557,2016,Basketball,Freshman,Female,Hispanic or Latino,3.09
9260,2016,Basketball,Freshman,Female,Hispanic or Latino,3.21
627,2016,Basketball,Freshman,Female,Hispanic or Latino,3.2
387,2016,Basketball,Freshman,Female,White,3.19
8076,2016,Basketball,Freshman,Female,White,3.21
3841,2016,Basketball,Freshman,Female,White,3.21
2287,2016,Basketball,Freshman,Female,White,3.05
766,2016,Basketball,Freshman,Female,White,3.2
3974,2016,Basketball,Freshman,Female,White,3.33
450,2016,Basketball,Freshman,Female,White,3.22
650,2016,Basketball,Freshman,Male,Asian,3.15
892,2016,Basketball,Freshman,Male,Asian,3.09
11405,2016,Basketball,Freshman,Male,Asian,2.99
14710,2016,Basketball,Freshman,Male,Asian,3.03
2889,2016,Basketball,Freshman,Male,Black or African American,3.06
13820,2016,Basketball,Freshman,Male,Black or African American,2.91
3629,2016,Basketball,Freshman,Male,Black or African American,3.07
5747,2016,Basketball,Freshman,Male,Black or African American,3.22
12924,2016,Basketball,Freshman,Male,Black or African American,3.12
1086,2016,Basketball,Freshman,Male,Black or African American,3.06
1551,2016,Basketball,Freshman,Male,Hispanic or Latino,2.97
9353,2016,Basketball,Junior,Female,Asian,3.15
2611,2016,Basketball,Junior,Female,Asian,3.11
3376,2016,Basketball,Junior,Female,Asian,3.12
5605,2016,Basketball,Junior,Female,Black or African American,3.39
6089,2016,Basketball,Junior,Female,Black or African American,3.36
544,2016,Basketball,Junior,Female,Black or African American,3.2
134,2016,Basketball,Junior,Female,Black or African American,3.13
13498,2016,Basketball,Junior,Female,Black or African American,3.14
1180,2016,Basketball,Junior,Female,Black or African American,3.18
13617,2016,Basketball,Junior,Female,Black or African American,3.02
14836,2016,Basketball,Junior,Female,Black or African American,3.08
12648,2016,Basketball,Junior,Female,Hispanic or Latino,3.05
5902,2016,Basketball,Junior,Female,Hispanic or Latino,3.27
5105,2016,Basketball,Junior,Female,Hispanic or Latino,3.24
9446,2016,Basketball,Junior,Female,White,3.12
3112,2016,Basketball,Junior,Female,White,3.18
688,2016,Basketball,Junior,Female,White,3.23
11222,2016,Basketball,Junior,Male,Asian,3.02
9640,2016,Basketball,Junior,Male,Asian,2.92
11650,2016,Basketball,Junior,Male,Asian,3.05
1371,2016,Basketball,Junior,Male,Asian,3.04
5524,2016,Basketball,Junior,Male,Asian,3.25
1173,2016,Basketball,Junior,Male,Asian,3.07
6610,2016,Basketball,Junior,Male,Black or African American,3.31
1158,2016,Basketball,Junior,Male,Black or African American,3.07
294,2016,Basketball,Junior,Male,Black or African American,3.11
11438,2016,Basketball,Junior,Male,Black or African American,3.02
10452,2016,Basketball,Junior,Male,Black or African American,2.92
406,2016,Basketball,Junior,Male,Black or African American,3.11
10430,2016,Basketball,Junior,Male,White,2.89
12115,2016,Basketball,Junior,Male,White,2.93
14328,2016,Basketball,Junior,Male,White,3.03
557,2016,Basketball,Junior,Male,White,3.15
8563,2016,Basketball,Junior,Male,White,3.1
8017,2016,Basketball,Junior,Male,White,3.16
12934,2016,Basketball,Junior,Male,White,3.15
1232,2016,Basketball,Junior,Male,White,3.07
11689,2016,Basketball,Senior,Female,Asian,3.04
13296,2016,Basketball,Senior,Female,Black or African American,3.2
742,2016,Basketball,Senior,Female,Black or African American,3.2
4083,2016,Basketball,Senior,Female,Black or African American,3.36
4405,2016,Basketball,Senior,Female,Black or African American,3.33
5200,2016,Basketball,Senior,Female,Black or African American,3.27
9381,2016,Basketball,Senior,Female,Black or African American,3.15
13560,2016,Basketball,Senior,Female,Black or African American,3.08
5262,2016,Basketball,Senior,Female,Hispanic or Latino,3.33
10598,2016,Basketball,Senior,Female,Hispanic or Latino,3.12
3101,2016,Basketball,Senior,Female,Hispanic or Latino,3.15
4298,2016,Basketball,Senior,Female,Hispanic or Latino,3.3
2275,2016,Basketball,Senior,Female,Hispanic or Latino,3.08
8823,2016,Basketball,Senior,Female,White,3.18
3143,2016,Basketball,Senior,Female,White,3.12
12663,2016,Basketball,Senior,Male,Asian,3
12203,2016,Basketball,Senior,Male,Asian,2.94
10476,2016,Basketball,Senior,Male,Asian,2.95
6515,2016,Basketball,Senior,Male,Asian,3.28
9634,2016,Basketball,Senior,Male,Black or African American,2.95
8012,2016,Basketball,Senior,Male,Black or African American,3.13
6862,2016,Basketball,Senior,Male,Black or African American,3.25
1921,2016,Basketball,Senior,Male,Black or African American,2.94
8341,2016,Basketball,Senior,Male,Hispanic or Latino,3.1
6769,2016,Basketball,Senior,Male,Hispanic or Latino,3.22
6545,2016,Basketball,Senior,Male,Hispanic or Latino,3.31
2672,2016,Basketball,Senior,Male,Hispanic or Latino,3.03
9805,2016,Basketball,Senior,Male,Hispanic or Latino,2.86
11086,2016,Basketball,Senior,Male,Hispanic or Latino,3.07
8186,2016,Basketball,Senior,Male,Hispanic or Latino,3.1
12897,2016,Basketball,Senior,Male,Hispanic or Latino,3.09
13339,2016,Basketball,Senior,Male,White,3.09
536,2016,Basketball,Senior,Male,White,3.17
9166,2016,Basketball,Senior,Male,White,3.1
2604,2016,Basketball,Senior,Male,White,3
13511,2016,Basketball,Senior,Male,White,3.03
6828,2016,Basketball,Senior,Male,White,3.19
12887,2016,Basketball,Senior,Male,White,3.12
3955,2016,Basketball,Senior,Male,White,3.22
4660,2016,Basketball,Sophomore,Female,Asian,3.33
9532,2016,Basketball,Sophomore,Female,Black or African American,3.06
1164,2016,Basketball,Sophomore,Female,Hispanic or Latino,3.12
10003,2016,Basketball,Sophomore,Female,Hispanic or Latino,2.91
1690,2016,Basketball,Sophomore,Female,Hispanic or Latino,2.96
5205,2016,Basketball,Sophomore,Female,Hispanic or Latino,3.3
13117,2016,Basketball,Sophomore,Female,White,3.23
5282,2016,Basketball,Sophomore,Female,White,3.36
11004,2016,Basketball,Sophomore,Female,White,3.09
7,2016,Basketball,Sophomore,Male,Asian,3.05
12696,2016,Basketball,Sophomore,Male,Asian,3.03
12704,2016,Basketball,Sophomore,Male,Asian,3.06
10735,2016,Basketball,Sophomore,Male,Asian,3.01
5599,2016,Basketball,Sophomore,Male,Asian,3.28
1738,2016,Basketball,Sophomore,Male,Asian,2.91
5047,2016,Basketball,Sophomore,Male,Black or African American,3.13
1630,2016,Basketball,Sophomore,Male,Black or African American,2.88
14446,2016,Basketball,Sophomore,Male,Black or African American,3
4939,2016,Basketball,Sophomore,Male,Black or African American,3.19
4098,2016,Basketball,Sophomore,Male,Hispanic or Latino,3.19
14337,2016,Basketball,Sophomore,Male,Hispanic or Latino,3
2301,2016,Basketball,Sophomore,Male,Hispanic or Latino,3
11651,2016,Basketball,Sophomore,Male,White,3.02
8996,2016,Basketball,Sophomore,Male,White,3.07
6426,2016,Basketball,Sophomore,Male,White,3.31
12141,2016,Basketball,Sophomore,Male,White,2.93
11456,2016,Lacrosse,Freshman,Female,Asian,3.24
4681,2016,Lacrosse,Freshman,Female,Asian,2.98
3012,2016,Lacrosse,Freshman,Female,Asian,2.92
6149,2016,Lacrosse,Freshman,Female,Black or African American,2.92
5072,2016,Lacrosse,Freshman,Female,Hispanic or Latino,2.83
3649,2016,Lacrosse,Freshman,Female,Hispanic or Latino,2.98
9543,2016,Lacrosse,Freshman,Female,Hispanic or Latino,3.11
442,2016,Lacrosse,Freshman,Female,Hispanic or Latino,2.91
10404,2016,Lacrosse,Freshman,Female,Hispanic or Latino,3.05
1070,2016,Lacrosse,Freshman,Female,Hispanic or Latino,2.88
5077,2016,Lacrosse,Freshman,Female,Hispanic or Latino,2.86
1865,2016,Lacrosse,Freshman,Female,White,2.89
3280,2016,Lacrosse,Freshman,Male,Asian,2.84
8899,2016,Lacrosse,Freshman,Male,Asian,3.09
7015,2016,Lacrosse,Freshman,Male,Asian,2.85
3588,2016,Lacrosse,Freshman,Male,Asian,2.84
4025,2016,Lacrosse,Freshman,Male,Asian,2.96
4951,2016,Lacrosse,Freshman,Male,Asian,2.81
751,2016,Lacrosse,Freshman,Male,Black or African American,2.86
5164,2016,Lacrosse,Freshman,Male,Black or African American,2.72
69,2016,Lacrosse,Freshman,Male,Black or African American,2.86
11346,2016,Lacrosse,Freshman,Male,Hispanic or Latino,3.13
11531,2016,Lacrosse,Freshman,Male,Hispanic or Latino,3.13
5876,2016,Lacrosse,Freshman,Male,White,2.81
14121,2016,Lacrosse,Freshman,Male,White,3.01
8029,2016,Lacrosse,Junior,Female,Asian,3.05
5965,2016,Lacrosse,Junior,Female,Black or African American,2.92
14685,2016,Lacrosse,Junior,Female,Black or African American,3.06
2177,2016,Lacrosse,Junior,Female,Hispanic or Latino,2.89
3126,2016,Lacrosse,Junior,Female,Hispanic or Latino,2.86
1141,2016,Lacrosse,Junior,Female,Hispanic or Latino,2.91
11059,2016,Lacrosse,Junior,Female,Hispanic or Latino,3.14
13744,2016,Lacrosse,Junior,Female,Hispanic or Latino,3.03
5219,2016,Lacrosse,Junior,Female,Hispanic or Latino,2.77
10746,2016,Lacrosse,Junior,Female,White,3.05
13784,2016,Lacrosse,Junior,Female,White,3
1730,2016,Lacrosse,Junior,Male,Asian,2.84
8263,2016,Lacrosse,Junior,Male,Asian,3
5389,2016,Lacrosse,Junior,Male,Hispanic or Latino,2.69
1916,2016,Lacrosse,Junior,Male,Hispanic or Latino,2.87
4982,2016,Lacrosse,Junior,Male,Hispanic or Latino,2.78
5777,2016,Lacrosse,Junior,Male,Hispanic or Latino,2.75
1809,2016,Lacrosse,Junior,Male,White,2.84
7983,2016,Lacrosse,Junior,Male,White,2.91
13257,2016,Lacrosse,Junior,Male,White,2.98
10104,2016,Lacrosse,Junior,Male,White,3.03
6393,2016,Lacrosse,Senior,Female,Asian,2.92
8568,2016,Lacrosse,Senior,Female,Asian,3.11
9294,2016,Lacrosse,Senior,Female,Hispanic or Latino,3.11
7402,2016,Lacrosse,Senior,Female,Hispanic or Latino,2.93
3042,2016,Lacrosse,Senior,Female,Hispanic or Latino,2.89
12443,2016,Lacrosse,Senior,Female,Hispanic or Latino,3.15
8839,2016,Lacrosse,Senior,Female,White,3.14
6580,2016,Lacrosse,Senior,Male,Asian,2.84
9371,2016,Lacrosse,Senior,Male,Asian,3.06
1967,2016,Lacrosse,Senior,Male,Asian,2.87
12146,2016,Lacrosse,Senior,Male,Asian,3.13
10235,2016,Lacrosse,Senior,Male,Asian,2.97
12231,2016,Lacrosse,Senior,Male,Black or African American,3.04
3311,2016,Lacrosse,Senior,Male,Black or African American,2.81
2836,2016,Lacrosse,Senior,Male,Black or African American,2.78
12298,2016,Lacrosse,Senior,Male,Black or African American,3.07
14583,2016,Lacrosse,Senior,Male,Hispanic or Latino,2.95
14196,2016,Lacrosse,Senior,Male,Hispanic or Latino,2.95
14040,2016,Lacrosse,Senior,Male,Hispanic or Latino,2.95
1624,2016,Lacrosse,Senior,Male,White,2.81
3983,2016,Lacrosse,Senior,Male,White,2.93
12034,2016,Lacrosse,Senior,Male,White,3.1
6450,2016,Lacrosse,Senior,Male,White,2.81
10175,2016,Lacrosse,Senior,Male,White,3
13666,2016,Lacrosse,Sophomore,Female,Asian,3.06
12165,2016,Lacrosse,Sophomore,Female,Asian,3.15
1048,2016,Lacrosse,Sophomore,Female,Asian,2.85
9394,2016,Lacrosse,Sophomore,Female,Black or African American,3.11
136,2016,Lacrosse,Sophomore,Female,Black or African American,2.85
1943,2016,Lacrosse,Sophomore,Female,Black or African American,2.98
8773,2016,Lacrosse,Sophomore,Female,Black or African American,3.11
3595,2016,Lacrosse,Sophomore,Female,Hispanic or Latino,2.95
6039,2016,Lacrosse,Sophomore,Female,Hispanic or Latino,2.89
14814,2016,Lacrosse,Sophomore,Female,White,3.03
6482,2016,Lacrosse,Sophomore,Female,White,2.92
11811,2016,Lacrosse,Sophomore,Female,White,3.24
128,2016,Lacrosse,Sophomore,Male,Asian,2.8
929,2016,Lacrosse,Sophomore,Male,Asian,2.77
985,2016,Lacrosse,Sophomore,Male,Black or African American,2.74
5278,2016,Lacrosse,Sophomore,Male,Hispanic or Latino,2.72
813,2016,Lacrosse,Sophomore,Male,Hispanic or Latino,2.8
4385,2016,Lacrosse,Sophomore,Male,Hispanic or Latino,2.93
215,2016,Lacrosse,Sophomore,Male,Hispanic or Latino,2.8
501,2016,Lacrosse,Sophomore,Male,White,2.8
8037,2016,Lacrosse,Sophomore,Male,White,3
8903,2016,Soccer,Freshman,Female,Asian,2.85
8356,2016,Soccer,Freshman,Female,Asian,2.94
8403,2016,Soccer,Freshman,Female,Asian,2.91
8639,2016,Soccer,Freshman,Female,Asian,2.88
12044,2016,Soccer,Freshman,Female,Black or African American,2.97
5408,2016,Soccer,Freshman,Female,Black or African American,2.89
6227,2016,Soccer,Freshman,Female,Black or African American,2.95
14300,2016,Soccer,Freshman,Female,Black or African American,3.06
10576,2016,Soccer,Freshman,Female,Hispanic or Latino,3.03
8474,2016,Soccer,Freshman,Female,Hispanic or Latino,2.88
9715,2016,Soccer,Freshman,Female,Hispanic or Latino,3.06
6387,2016,Soccer,Freshman,Female,White,2.96
2212,2016,Soccer,Freshman,Female,White,2.92
5554,2016,Soccer,Freshman,Female,White,2.89
227,2016,Soccer,Freshman,Female,White,2.92
9480,2016,Soccer,Freshman,Female,White,3
11380,2016,Soccer,Freshman,Male,Asian,2.89
9938,2016,Soccer,Freshman,Male,Asian,2.95
2209,2016,Soccer,Freshman,Male,Black or African American,2.87
12112,2016,Soccer,Freshman,Male,Black or African American,2.92
3872,2016,Soccer,Freshman,Male,Hispanic or Latino,2.81
1017,2016,Soccer,Freshman,Male,Hispanic or Latino,2.96
5763,2016,Soccer,Freshman,Male,Hispanic or Latino,2.81
9736,2016,Soccer,Freshman,Male,Hispanic or Latino,3.01
5923,2016,Soccer,Freshman,Male,Hispanic or Latino,2.81
12292,2016,Soccer,Freshman,Male,Hispanic or Latino,2.95
3075,2016,Soccer,Freshman,Male,White,2.78
5888,2016,Soccer,Freshman,Male,White,2.75
11022,2016,Soccer,Freshman,Male,White,2.98
5119,2016,Soccer,Freshman,Male,White,2.84
5536,2016,Soccer,Freshman,Male,White,2.84
7054,2016,Soccer,Junior,Female,Asian,3.03
4556,2016,Soccer,Junior,Female,Asian,2.98
6267,2016,Soccer,Junior,Female,Black or African American,2.98
3057,2016,Soccer,Junior,Female,Hispanic or Latino,2.82
4518,2016,Soccer,Junior,Female,Hispanic or Latino,3.01
686,2016,Soccer,Junior,Female,Hispanic or Latino,3.07
14716,2016,Soccer,Junior,Female,Hispanic or Latino,3.06
3739,2016,Soccer,Junior,Female,Hispanic or Latino,2.86
14838,2016,Soccer,Junior,Female,White,3.03
10641,2016,Soccer,Junior,Female,White,3.09
1276,2016,Soccer,Junior,Male,Asian,2.96
9292,2016,Soccer,Junior,Male,Asian,2.86
13447,2016,Soccer,Junior,Male,Asian,2.92
13753,2016,Soccer,Junior,Male,Asian,3.01
5978,2016,Soccer,Junior,Male,Black or African American,2.9
11781,2016,Soccer,Junior,Male,Black or African American,2.86
3818,2016,Soccer,Junior,Male,Hispanic or Latino,2.84
2067,2016,Soccer,Junior,Male,Hispanic or Latino,2.96
1413,2016,Soccer,Junior,Male,Hispanic or Latino,2.96
10233,2016,Soccer,Junior,Male,White,3.01
2069,2016,Soccer,Junior,Male,White,2.93
3711,2016,Soccer,Junior,Male,White,2.78
10512,2016,Soccer,Junior,Male,White,2.92
11108,2016,Soccer,Senior,Female,Asian,3.03
14985,2016,Soccer,Senior,Female,Asian,3.09
13932,2016,Soccer,Senior,Female,Asian,3.03
11904,2016,Soccer,Senior,Female,Asian,2.94
1524,2016,Soccer,Senior,Female,Asian,3.1
5804,2016,Soccer,Senior,Female,Black or African American,2.92
10115,2016,Soccer,Senior,Female,Black or African American,3.06
2313,2016,Soccer,Senior,Female,Black or African American,2.95
7803,2016,Soccer,Senior,Female,Black or African American,2.88
